i,t,m,j,Expenditure
0129-001-001,2019-20,Mainland Other Urban,Pulses,1000
0129-001-001,2019-20,Mainland Other Urban,Rice (husked),12600
0129-001-001,2019-20,Mainland Other Urban,Salt,200
0129-001-001,2019-20,Mainland Other Urban,Soft drinks,2000
0129-001-001,2019-20,Mainland Other Urban,Sugar,1250
0129-001-001,2019-20,Mainland Other Urban,Tea (dry),571.4285714
0129-001-001,2019-20,Mainland Other Urban,Vegetables (fresh),3245.454545
0129-004-003,2019-20,Mainland Other Urban,Cassava Fresh,6153.846154
0129-004-003,2019-20,Mainland Other Urban,Cooking Oil,2625
0129-004-003,2019-20,Mainland Other Urban,Maize (flour),12600
0129-004-003,2019-20,Mainland Other Urban,Maize (grain),3000
0129-004-003,2019-20,Mainland Other Urban,Other Fruits,6666.666667
0129-004-003,2019-20,Mainland Other Urban,Pulses,7000
0129-004-003,2019-20,Mainland Other Urban,Ripe Bananas,4000
0129-004-003,2019-20,Mainland Other Urban,Salt,350
0129-004-003,2019-20,Mainland Other Urban,Soft drinks,1000
0129-004-003,2019-20,Mainland Other Urban,Sugar,4375
0129-004-003,2019-20,Mainland Other Urban,Tea (dry),2285.714286
0129-004-003,2019-20,Mainland Other Urban,Vegetables (fresh),3090.909091
0129-004-003,2019-20,Mainland Other Urban,Vegetables (preserved),2678.571429
0129-004-004,2019-20,Mainland Other Urban,"Buns, Cakes And Biscuits",600
0129-004-004,2019-20,Mainland Other Urban,Cooking Oil,420
0129-004-004,2019-20,Mainland Other Urban,Fish (fresh),1600
0129-004-004,2019-20,Mainland Other Urban,Maize (flour),1200
0129-004-004,2019-20,Mainland Other Urban,Rice (husked),900
0129-004-004,2019-20,Mainland Other Urban,Salt,100
0129-004-004,2019-20,Mainland Other Urban,Sugar,625
0129-004-004,2019-20,Mainland Other Urban,Tea (dry),114.2857143
0129-004-004,2019-20,Mainland Other Urban,Vegetables (fresh),927.2727273
0131-001-002,2019-20,Mainland Rural,Cassava Fresh,18000
0131-001-002,2019-20,Mainland Rural,Coconuts,5250
0131-001-002,2019-20,Mainland Rural,Eggs,1500
0131-001-002,2019-20,Mainland Rural,Leafy Greens,956.6666667
0131-001-002,2019-20,Mainland Rural,Maize (flour),16800
0131-001-002,2019-20,Mainland Rural,"Maize (green, cob)",31800
0131-001-002,2019-20,Mainland Rural,Other Fruits,10133.33333
0131-001-002,2019-20,Mainland Rural,Plantains,8000
0131-001-002,2019-20,Mainland Rural,Pulses,2000
0131-001-002,2019-20,Mainland Rural,Ripe Bananas,8333.333333
0131-001-002,2019-20,Mainland Rural,Salt,495
0131-001-002,2019-20,Mainland Rural,Sugarcane,4200
0131-001-002,2019-20,Mainland Rural,Vegetables (fresh),1875
0131-001-002,2019-20,Mainland Rural,Vegetables (preserved),460
0131-001-002,2019-20,Mainland Rural,Yams/Cocoyams,5538.461538
0134-001-001,2019-20,Mainland Rural,Cassava Fresh,4375
0134-001-001,2019-20,Mainland Rural,Cooking Oil,875
0134-001-001,2019-20,Mainland Rural,Irish Potatoes,1000
0134-001-001,2019-20,Mainland Rural,Leafy Greens,292.8571429
0134-001-001,2019-20,Mainland Rural,Maize (flour),16800
0134-001-001,2019-20,Mainland Rural,Other Fruits,1055.555556
0134-001-001,2019-20,Mainland Rural,Plantains,3333.333333
0134-001-001,2019-20,Mainland Rural,Pulses,6000
0134-001-001,2019-20,Mainland Rural,Ripe Bananas,555.5555556
0134-001-001,2019-20,Mainland Rural,Salt,200
0134-001-001,2019-20,Mainland Rural,Vegetables (fresh),675
0134-001-001,2019-20,Mainland Rural,Yams/Cocoyams,1538.461538
0134-006-001,2019-20,Dar Es Salaam,Beef,9000
0134-006-001,2019-20,Dar Es Salaam,"Buns, Cakes And Biscuits",2544
0134-006-001,2019-20,Dar Es Salaam,Citrus Fruits,2526.315789
0134-006-001,2019-20,Dar Es Salaam,Cooking Oil,1800
0134-006-001,2019-20,Dar Es Salaam,Eggs,1200
0134-006-001,2019-20,Dar Es Salaam,Fish (dried),3600
0134-006-001,2019-20,Dar Es Salaam,Leafy Greens,1125
0134-006-001,2019-20,Dar Es Salaam,Maize (flour),4200
0134-006-001,2019-20,Dar Es Salaam,Milk (fresh),2000
0134-006-001,2019-20,Dar Es Salaam,Pulses,1200
0134-006-001,2019-20,Dar Es Salaam,Rice (husked),5975
0134-006-001,2019-20,Dar Es Salaam,Ripe Bananas,3875
0134-006-001,2019-20,Dar Es Salaam,Salt,250
0134-006-001,2019-20,Dar Es Salaam,Soft drinks,2142.857143
0134-006-001,2019-20,Dar Es Salaam,Sugar,1200
0134-006-001,2019-20,Dar Es Salaam,Tea (dry),300
0134-006-001,2019-20,Dar Es Salaam,Vegetables (fresh),3431.029412
0136-001-001,2019-20,Mainland Rural,Cassava Fresh,1875
0136-001-001,2019-20,Mainland Rural,Cooking Oil,875
0136-001-001,2019-20,Mainland Rural,Leafy Greens,1952.380952
0136-001-001,2019-20,Mainland Rural,Maize (flour),6000
0136-001-001,2019-20,Mainland Rural,Other Fruits,4222.222222
0136-001-001,2019-20,Mainland Rural,Plantains,6666.666667
0136-001-001,2019-20,Mainland Rural,Pulses,6000
0136-001-001,2019-20,Mainland Rural,Ripe Bananas,277.7777778
0136-001-001,2019-20,Mainland Rural,Salt,50
0136-001-001,2019-20,Mainland Rural,Vegetables (fresh),150
0137-001-001,2019-20,Mainland Rural,Cooking Oil,875
0137-001-001,2019-20,Mainland Rural,Irish Potatoes,5000
0137-001-001,2019-20,Mainland Rural,Leafy Greens,2928.571429
0137-001-001,2019-20,Mainland Rural,Local Brews,1000
0137-001-001,2019-20,Mainland Rural,Maize (flour),16800
0137-001-001,2019-20,Mainland Rural,Other Fruits,2111.111111
0137-001-001,2019-20,Mainland Rural,Plantains,10000
0137-001-001,2019-20,Mainland Rural,Pulses,8000
0137-001-001,2019-20,Mainland Rural,Ripe Bananas,2222.222222
0137-001-001,2019-20,Mainland Rural,Salt,100
0137-003-001,2019-20,Mainland Rural,"Buns, Cakes And Biscuits",5023.529412
0137-003-001,2019-20,Mainland Rural,Chicken,6800
0137-003-001,2019-20,Mainland Rural,Cooking Oil,3500
0137-003-001,2019-20,Mainland Rural,Fish (dried),225
0137-003-001,2019-20,Mainland Rural,Leafy Greens,2440.47619
0137-003-001,2019-20,Mainland Rural,Maize (flour),8400
0137-003-001,2019-20,Mainland Rural,Other Fruits,2744.444444
0137-003-001,2019-20,Mainland Rural,Pulses,2000
0137-003-001,2019-20,Mainland Rural,Rice (husked),25200
0137-003-001,2019-20,Mainland Rural,Salt,200
0137-003-001,2019-20,Mainland Rural,Sugar,2800
0137-003-001,2019-20,Mainland Rural,Tea (dry),240
0137-003-001,2019-20,Mainland Rural,Vegetables (fresh),2100
0138-002-001,2019-20,Mainland Rural,Cooking Oil,875
0138-002-001,2019-20,Mainland Rural,Maize (flour),1200
0138-002-001,2019-20,Mainland Rural,Other Fruits,3694.444444
