i,t,m,j,Expenditure
9064-001-99,2020-21,Mainland Other Urban,Soft drinks,857.1428571
9064-001-99,2020-21,Mainland Other Urban,Sugar,1400
9064-001-99,2020-21,Mainland Other Urban,Sweet Potatoes,735.2465207
9064-001-99,2020-21,Mainland Other Urban,Sweets,500
9064-001-99,2020-21,Mainland Other Urban,Tea (dry),130
9064-001-99,2020-21,Mainland Other Urban,Vegetables (fresh),2524.509804
9064-001-99,2020-21,Mainland Other Urban,Wheat Flour,1750
9076-001-99,2020-21,Mainland Other Urban,Cooking Oil,1750
9076-001-99,2020-21,Mainland Other Urban,Eggs,4800
9076-001-99,2020-21,Mainland Other Urban,Leafy Greens,886.0163282
9076-001-99,2020-21,Mainland Other Urban,Maize (flour),6000
9076-001-99,2020-21,Mainland Other Urban,Salt,150
9076-001-99,2020-21,Mainland Other Urban,Soft drinks,1000
9076-001-99,2020-21,Mainland Other Urban,Tea (dry),150
9076-001-99,2020-21,Mainland Other Urban,Vegetables (fresh),1500
9088-001-99,2020-21,Mainland Other Urban,Bread,933.4889148
9088-001-99,2020-21,Mainland Other Urban,"Buns, Cakes And Biscuits",606.122449
9088-001-99,2020-21,Mainland Other Urban,Cassava Fresh,816.6666667
9088-001-99,2020-21,Mainland Other Urban,Fish (fresh),300
9088-001-99,2020-21,Mainland Other Urban,Groundnuts,1428.571429
9088-001-99,2020-21,Mainland Other Urban,"Macaroni, Spaghetti",1500
9088-001-99,2020-21,Mainland Other Urban,Maize (flour),5000
9088-001-99,2020-21,Mainland Other Urban,"Maize (green, cob)",533.3333333
9088-001-99,2020-21,Mainland Other Urban,Millet & Sorghum (flour),6000
9088-001-99,2020-21,Mainland Other Urban,Pulses,1000
9088-001-99,2020-21,Mainland Other Urban,Rice (husked),3000
9088-001-99,2020-21,Mainland Other Urban,Salt,200
9088-001-99,2020-21,Mainland Other Urban,Sugar,1400
9088-001-99,2020-21,Mainland Other Urban,Vegetables (fresh),946.6911765
9088-001-99,2020-21,Mainland Other Urban,Wheat Flour,700
9100-001-99,2020-21,Mainland Other Urban,Beef,10500
9100-001-99,2020-21,Mainland Other Urban,Bread,5250.875146
9100-001-99,2020-21,Mainland Other Urban,Coconuts,800
9100-001-99,2020-21,Mainland Other Urban,Coffee & Cocoa,2556.451613
9100-001-99,2020-21,Mainland Other Urban,Cooking Oil,10000
9100-001-99,2020-21,Mainland Other Urban,Dairy Products,1400
9100-001-99,2020-21,Mainland Other Urban,Fish (fresh),1500
9100-001-99,2020-21,Mainland Other Urban,"Honey, Syrups, etc.",7500
9100-001-99,2020-21,Mainland Other Urban,Irish Potatoes,4500
9100-001-99,2020-21,Mainland Other Urban,Leafy Greens,1866.666667
9100-001-99,2020-21,Mainland Other Urban,Maize (flour),1000
9100-001-99,2020-21,Mainland Other Urban,Milk (fresh),4900
9100-001-99,2020-21,Mainland Other Urban,Other Fruits,6500
9100-001-99,2020-21,Mainland Other Urban,Other Spices,850
9100-001-99,2020-21,Mainland Other Urban,Pulses,1000
9100-001-99,2020-21,Mainland Other Urban,Rice (husked),750
9100-001-99,2020-21,Mainland Other Urban,Ripe Bananas,2500
9100-001-99,2020-21,Mainland Other Urban,Salt,250
9100-001-99,2020-21,Mainland Other Urban,Soft drinks,2000
9100-001-99,2020-21,Mainland Other Urban,Sugar,1400
9100-001-99,2020-21,Mainland Other Urban,Tea (dry),500
9100-001-99,2020-21,Mainland Other Urban,Vegetables (fresh),2524.509804
9100-001-99,2020-21,Mainland Other Urban,Wheat Flour,2800
9112-001-99,2020-21,Mainland Other Urban,Bread,2100.350058
9112-001-99,2020-21,Mainland Other Urban,Cassava Fresh,1453.666667
9112-001-99,2020-21,Mainland Other Urban,Chicken,5000
9112-001-99,2020-21,Mainland Other Urban,Cooking Oil,1670
9112-001-99,2020-21,Mainland Other Urban,Fish (fresh),654
9112-001-99,2020-21,Mainland Other Urban,Irish Potatoes,530
9112-001-99,2020-21,Mainland Other Urban,Leafy Greens,571.4805317
9112-001-99,2020-21,Mainland Other Urban,Maize (flour),1000
9112-001-99,2020-21,Mainland Other Urban,Milk (fresh),1400
9112-001-99,2020-21,Mainland Other Urban,Other Fruits,1766.022827
9112-001-99,2020-21,Mainland Other Urban,Plantains,193.3333333
9112-001-99,2020-21,Mainland Other Urban,Pulses,500
9112-001-99,2020-21,Mainland Other Urban,Rice (husked),6000
9112-001-99,2020-21,Mainland Other Urban,Ripe Bananas,966.6666667
9112-001-99,2020-21,Mainland Other Urban,Salt,125
9112-001-99,2020-21,Mainland Other Urban,Soft drinks,1000
9112-001-99,2020-21,Mainland Other Urban,Sugar,1400
9112-001-99,2020-21,Mainland Other Urban,Tea (dry),120
9112-001-99,2020-21,Mainland Other Urban,Vegetables (fresh),1122.144608
9112-001-99,2020-21,Mainland Other Urban,Wine & Spirits,5750
9124-001-99,2020-21,Mainland Other Urban,Beef,10500
9124-001-99,2020-21,Mainland Other Urban,Bread,5600.933489
9124-001-99,2020-21,Mainland Other Urban,"Buns, Cakes And Biscuits",1212.244898
9124-001-99,2020-21,Mainland Other Urban,Cassava Fresh,1633.333333
9124-001-99,2020-21,Mainland Other Urban,Chicken,16000
9124-001-99,2020-21,Mainland Other Urban,Citrus Fruits,875
9124-001-99,2020-21,Mainland Other Urban,Coconuts,3450
9124-001-99,2020-21,Mainland Other Urban,Cooking Oil,5000
9124-001-99,2020-21,Mainland Other Urban,Eggs,4000
9124-001-99,2020-21,Mainland Other Urban,Fish (dried),18000
9124-001-99,2020-21,Mainland Other Urban,Fish (fresh),6000
9124-001-99,2020-21,Mainland Other Urban,"Honey, Syrups, etc.",1250
9124-001-99,2020-21,Mainland Other Urban,Irish Potatoes,3000
9124-001-99,2020-21,Mainland Other Urban,Leafy Greens,1600
9124-001-99,2020-21,Mainland Other Urban,"Macaroni, Spaghetti",4500
9124-001-99,2020-21,Mainland Other Urban,Maize (flour),1500
9124-001-99,2020-21,Mainland Other Urban,"Maize (green, cob)",1000
9124-001-99,2020-21,Mainland Other Urban,Milk (fresh),4200
9124-001-99,2020-21,Mainland Other Urban,Other Fruits,2000
9124-001-99,2020-21,Mainland Other Urban,Plantains,3428.571429
9124-001-99,2020-21,Mainland Other Urban,Pulses,2000
9124-001-99,2020-21,Mainland Other Urban,Rice (husked),3375
9124-001-99,2020-21,Mainland Other Urban,Ripe Bananas,1000
9124-001-99,2020-21,Mainland Other Urban,Salt,70
9124-001-99,2020-21,Mainland Other Urban,Soft drinks,3000
9124-001-99,2020-21,Mainland Other Urban,Sugar,2800
9124-001-99,2020-21,Mainland Other Urban,Tea (dry),1000
9124-001-99,2020-21,Mainland Other Urban,Vegetables (fresh),5049.019608
9136-001-99,2020-21,Mainland Other Urban,Beef,3500
9136-001-99,2020-21,Mainland Other Urban,Bread,2800.466744
9136-001-99,2020-21,Mainland Other Urban,"Butter, Etc.",2500
9136-001-99,2020-21,Mainland Other Urban,Cassava Fresh,980
9136-001-99,2020-21,Mainland Other Urban,Citrus Fruits,824.5051182
9136-001-99,2020-21,Mainland Other Urban,Cooking Oil,2500
9136-001-99,2020-21,Mainland Other Urban,Eggs,1600
9136-001-99,2020-21,Mainland Other Urban,Fish (dried),1188.235294
9136-001-99,2020-21,Mainland Other Urban,Fish (fresh),1500
9136-001-99,2020-21,Mainland Other Urban,Irish Potatoes,500
9136-001-99,2020-21,Mainland Other Urban,Leafy Greens,1860.634289
9136-001-99,2020-21,Mainland Other Urban,"Macaroni, Spaghetti",2666.666667
9136-001-99,2020-21,Mainland Other Urban,Maize (flour),1000
9136-001-99,2020-21,Mainland Other Urban,Other Fruits,817.8226514
9136-001-99,2020-21,Mainland Other Urban,Plantains,1083.333333
9136-001-99,2020-21,Mainland Other Urban,Pulses,2000
9136-001-99,2020-21,Mainland Other Urban,Rice (husked),3000
9136-001-99,2020-21,Mainland Other Urban,Ripe Bananas,708.3333333
9136-001-99,2020-21,Mainland Other Urban,Salt,170
9136-001-99,2020-21,Mainland Other Urban,Sugar,1400
9136-001-99,2020-21,Mainland Other Urban,Sweet Potatoes,1323.443737
9136-001-99,2020-21,Mainland Other Urban,Tea (dry),150
9136-001-99,2020-21,Mainland Other Urban,Vegetables (fresh),2272.058824
9148-001-99,2020-21,Mainland Other Urban,Beef,3500
9148-001-99,2020-21,Mainland Other Urban,Bread,3000
9148-001-99,2020-21,Mainland Other Urban,"Buns, Cakes And Biscuits",2000
9148-001-99,2020-21,Mainland Other Urban,"Butter, Etc.",2500
9148-001-99,2020-21,Mainland Other Urban,Citrus Fruits,525
9148-001-99,2020-21,Mainland Other Urban,Coffee & Cocoa,1585
9148-001-99,2020-21,Mainland Other Urban,Cooking Oil,5000
9148-001-99,2020-21,Mainland Other Urban,Dairy Products,1400
9148-001-99,2020-21,Mainland Other Urban,Eggs,1600
9148-001-99,2020-21,Mainland Other Urban,Groundnuts,1428.571429
9148-001-99,2020-21,Mainland Other Urban,"Honey, Syrups, etc.",1250
9148-001-99,2020-21,Mainland Other Urban,Irish Potatoes,3000
9148-001-99,2020-21,Mainland Other Urban,Leafy Greens,1066.666667
9148-001-99,2020-21,Mainland Other Urban,"Macaroni, Spaghetti",1500
9148-001-99,2020-21,Mainland Other Urban,Maize (flour),500
9148-001-99,2020-21,Mainland Other Urban,Milk (fresh),4200
9148-001-99,2020-21,Mainland Other Urban,Other Fruits,500
9148-001-99,2020-21,Mainland Other Urban,Plantains,1142.857143
9148-001-99,2020-21,Mainland Other Urban,Pulses,1000
9148-001-99,2020-21,Mainland Other Urban,Rice (husked),750
9148-001-99,2020-21,Mainland Other Urban,Ripe Bananas,500
9148-001-99,2020-21,Mainland Other Urban,Salt,100
9148-001-99,2020-21,Mainland Other Urban,Soft drinks,2500
9148-001-99,2020-21,Mainland Other Urban,Sugar,2800
9148-001-99,2020-21,Mainland Other Urban,Sweets,200
9148-001-99,2020-21,Mainland Other Urban,Vegetables (fresh),1262.254902
9148-001-99,2020-21,Mainland Other Urban,Wheat Flour,700
9160-001-99,2020-21,Mainland Other Urban,Bread,3500.583431
9160-001-99,2020-21,Mainland Other Urban,Citrus Fruits,339.5021075
9160-001-99,2020-21,Mainland Other Urban,Cooking Oil,2500
9160-001-99,2020-21,Mainland Other Urban,Fish (dried),1188.235294
9160-001-99,2020-21,Mainland Other Urban,Leafy Greens,531.6097969
9160-001-99,2020-21,Mainland Other Urban,Maize (flour),3000
9160-001-99,2020-21,Mainland Other Urban,Maize (grain),1200
9160-001-99,2020-21,Mainland Other Urban,Millet & Sorghum (flour),2000
9160-001-99,2020-21,Mainland Other Urban,Other Fruits,2963.125549
9160-001-99,2020-21,Mainland Other Urban,Pulses,2000
9160-001-99,2020-21,Mainland Other Urban,Rice (husked),3000
9160-001-99,2020-21,Mainland Other Urban,Ripe Bananas,1000
9160-001-99,2020-21,Mainland Other Urban,Salt,150
9160-001-99,2020-21,Mainland Other Urban,Soft drinks,1857.142857
9160-001-99,2020-21,Mainland Other Urban,Sugar,2800
9160-001-99,2020-21,Mainland Other Urban,Tea (dry),300
9160-001-99,2020-21,Mainland Other Urban,Vegetables (fresh),1136.029412
9172-001-99,2020-21,Mainland Other Urban,Beef,7000
9172-001-99,2020-21,Mainland Other Urban,Bread,3733.955659
9172-001-99,2020-21,Mainland Other Urban,Citrus Fruits,485.0030107
9172-001-99,2020-21,Mainland Other Urban,Cooking Oil,5000
9172-001-99,2020-21,Mainland Other Urban,Dairy Products,1400
9172-001-99,2020-21,Mainland Other Urban,"Honey, Syrups, etc.",625
9172-001-99,2020-21,Mainland Other Urban,Leafy Greens,1506.227758
9172-001-99,2020-21,Mainland Other Urban,Maize (flour),2000
9172-001-99,2020-21,Mainland Other Urban,Maize (grain),1500
9172-001-99,2020-21,Mainland Other Urban,Milk (fresh),4200
9172-001-99,2020-21,Mainland Other Urban,Other Spices,47.6
9172-001-99,2020-21,Mainland Other Urban,Pulses,2000
9172-001-99,2020-21,Mainland Other Urban,Rice (husked),6000
9172-001-99,2020-21,Mainland Other Urban,Salt,150
9172-001-99,2020-21,Mainland Other Urban,Sugar,2800
9172-001-99,2020-21,Mainland Other Urban,Vegetables (fresh),2524.509804
9184-001-99,2020-21,Mainland Other Urban,Bread,3500.583431
9184-001-99,2020-21,Mainland Other Urban,Sugar,700
9184-001-99,2020-21,Mainland Other Urban,Tea (dry),60
9220-001-99,2020-21,Mainland Other Urban,Beef,7000
9220-001-99,2020-21,Mainland Other Urban,Bread,7729.288215
9220-001-99,2020-21,Mainland Other Urban,Citrus Fruits,3647.22264
9220-001-99,2020-21,Mainland Other Urban,Coconuts,11200
9220-001-99,2020-21,Mainland Other Urban,Cooking Oil,2500
9220-001-99,2020-21,Mainland Other Urban,Eggs,4000
9220-001-99,2020-21,Mainland Other Urban,Fish (dried),3208.235294
9220-001-99,2020-21,Mainland Other Urban,Fish (fresh),6504
9220-001-99,2020-21,Mainland Other Urban,Irish Potatoes,4000
9220-001-99,2020-21,Mainland Other Urban,Leafy Greens,5643.924011
9220-001-99,2020-21,Mainland Other Urban,Maize (flour),7000
9220-001-99,2020-21,Mainland Other Urban,Other Spices,190.4
9220-001-99,2020-21,Mainland Other Urban,Plantains,12283.33333
9220-001-99,2020-21,Mainland Other Urban,Pulses,1500
9220-001-99,2020-21,Mainland Other Urban,Rice (husked),4500
9220-001-99,2020-21,Mainland Other Urban,Ripe Bananas,9800
9220-001-99,2020-21,Mainland Other Urban,Salt,500
9220-001-99,2020-21,Mainland Other Urban,Soft drinks,1500
9220-001-99,2020-21,Mainland Other Urban,Sugar,4900
9220-001-99,2020-21,Mainland Other Urban,Sugarcane,3520
9220-001-99,2020-21,Mainland Other Urban,Vegetables (fresh),4271.470588
9220-001-99,2020-21,Mainland Other Urban,Wheat Flour,1400
9232-001-99,2020-21,Mainland Other Urban,Chicken,5000
9232-001-99,2020-21,Mainland Other Urban,Citrus Fruits,2119.463157
9232-001-99,2020-21,Mainland Other Urban,Coconuts,3680
9232-001-99,2020-21,Mainland Other Urban,Cooking Oil,2500
9232-001-99,2020-21,Mainland Other Urban,Dairy Products,1400
9232-001-99,2020-21,Mainland Other Urban,Eggs,1600
9232-001-99,2020-21,Mainland Other Urban,Fish (fresh),6000
9232-001-99,2020-21,Mainland Other Urban,Groundnuts,285.7142857
9232-001-99,2020-21,Mainland Other Urban,"Honey, Syrups, etc.",2500
9232-001-99,2020-21,Mainland Other Urban,Irish Potatoes,2000
9232-001-99,2020-21,Mainland Other Urban,Leafy Greens,754.8859117
9232-001-99,2020-21,Mainland Other Urban,Maize (flour),750
9232-001-99,2020-21,Mainland Other Urban,Milk (fresh),1400
9232-001-99,2020-21,Mainland Other Urban,Other Spices,34
9232-001-99,2020-21,Mainland Other Urban,Pulses,500
9232-001-99,2020-21,Mainland Other Urban,Rice (husked),3000
9232-001-99,2020-21,Mainland Other Urban,Ripe Bananas,512.5
9232-001-99,2020-21,Mainland Other Urban,Salt,100
9232-001-99,2020-21,Mainland Other Urban,Sugar,1400
9232-001-99,2020-21,Mainland Other Urban,Tea (dry),100
9232-001-99,2020-21,Mainland Other Urban,Vegetables (fresh),2107.965686
9232-001-99,2020-21,Mainland Other Urban,Wheat Flour,700
9244-001-99,2020-21,Mainland Other Urban,Beef,7000
9244-001-99,2020-21,Mainland Other Urban,"Buns, Cakes And Biscuits",404.0816327
9244-001-99,2020-21,Mainland Other Urban,Citrus Fruits,116.4007226
9244-001-99,2020-21,Mainland Other Urban,Cooking Oil,1750
9244-001-99,2020-21,Mainland Other Urban,Eggs,800
9244-001-99,2020-21,Mainland Other Urban,Irish Potatoes,1800
9244-001-99,2020-21,Mainland Other Urban,Leafy Greens,2356.803433
9244-001-99,2020-21,Mainland Other Urban,Maize (flour),1000
9244-001-99,2020-21,Mainland Other Urban,Other Spices,850
9244-001-99,2020-21,Mainland Other Urban,Rice (husked),7500
9244-001-99,2020-21,Mainland Other Urban,Salt,200
9244-001-99,2020-21,Mainland Other Urban,Soft drinks,500
9244-001-99,2020-21,Mainland Other Urban,Sugar,1400
9244-001-99,2020-21,Mainland Other Urban,Vegetables (fresh),1880.759804
9256-001-99,2020-21,Mainland Other Urban,Beef,7000
9256-001-99,2020-21,Mainland Other Urban,Cooking Oil,1750
9256-001-99,2020-21,Mainland Other Urban,Groundnuts,4000
9256-001-99,2020-21,Mainland Other Urban,Irish Potatoes,7000
9256-001-99,2020-21,Mainland Other Urban,Leafy Greens,394.2772661
9256-001-99,2020-21,Mainland Other Urban,Maize (flour),7000
9256-001-99,2020-21,Mainland Other Urban,Maize (grain),1200
9256-001-99,2020-21,Mainland Other Urban,Milk (fresh),2800
9256-001-99,2020-21,Mainland Other Urban,Other Fruits,397.0588235
9256-001-99,2020-21,Mainland Other Urban,Pulses,4000
9256-001-99,2020-21,Mainland Other Urban,Rice (husked),1500
9256-001-99,2020-21,Mainland Other Urban,Salt,250
9256-001-99,2020-21,Mainland Other Urban,Soft drinks,1500
9256-001-99,2020-21,Mainland Other Urban,Sugar,2800
9256-001-99,2020-21,Mainland Other Urban,Tea (dry),210
9256-001-99,2020-21,Mainland Other Urban,Vegetables (fresh),820.4656863
9268-001-99,2020-21,Mainland Other Urban,Beef,3500
9268-001-99,2020-21,Mainland Other Urban,Bread,2333.722287
9268-001-99,2020-21,Mainland Other Urban,"Buns, Cakes And Biscuits",2020.408163
9268-001-99,2020-21,Mainland Other Urban,Chicken,5000
9268-001-99,2020-21,Mainland Other Urban,Dairy Products,1400
9268-001-99,2020-21,Mainland Other Urban,Eggs,2400
9268-001-99,2020-21,Mainland Other Urban,Groundnuts,1428.571429
9268-001-99,2020-21,Mainland Other Urban,"Honey, Syrups, etc.",5000
9268-001-99,2020-21,Mainland Other Urban,Irish Potatoes,1000
9268-001-99,2020-21,Mainland Other Urban,Leafy Greens,233.9083107
9268-001-99,2020-21,Mainland Other Urban,Maize (flour),2000
9268-001-99,2020-21,Mainland Other Urban,"Maize (green, cob)",1333.333333
9268-001-99,2020-21,Mainland Other Urban,Milk (fresh),2800
9268-001-99,2020-21,Mainland Other Urban,Other Fruits,1469.710272
9268-001-99,2020-21,Mainland Other Urban,Plantains,833.3333333
9268-001-99,2020-21,Mainland Other Urban,Pork,3000
9268-001-99,2020-21,Mainland Other Urban,Pulses,1500
9268-001-99,2020-21,Mainland Other Urban,Rice (husked),3000
9268-001-99,2020-21,Mainland Other Urban,Salt,10
9268-001-99,2020-21,Mainland Other Urban,Soft drinks,1500
9268-001-99,2020-21,Mainland Other Urban,Sugar,1400
9268-001-99,2020-21,Mainland Other Urban,Tea (dry),100
9268-001-99,2020-21,Mainland Other Urban,Vegetables (fresh),1110.784314
9280-001-99,2020-21,Mainland Other Urban,Beef,7000
9280-001-99,2020-21,Mainland Other Urban,Bread,1516.919487
9280-001-99,2020-21,Mainland Other Urban,"Buns, Cakes And Biscuits",1010.204082
9280-001-99,2020-21,Mainland Other Urban,Chicken,40000
9280-001-99,2020-21,Mainland Other Urban,Cooking Oil,5000
9280-001-99,2020-21,Mainland Other Urban,Dairy Products,2800
9280-001-99,2020-21,Mainland Other Urban,Eggs,4800
9280-001-99,2020-21,Mainland Other Urban,Fish (dried),2970.588235
9280-001-99,2020-21,Mainland Other Urban,Fish (fresh),6000
9280-001-99,2020-21,Mainland Other Urban,Irish Potatoes,5000
9280-001-99,2020-21,Mainland Other Urban,Leafy Greens,1373.325309
9280-001-99,2020-21,Mainland Other Urban,Maize (flour),4000
9280-001-99,2020-21,Mainland Other Urban,"Maize (green, cob)",466.6666667
9280-001-99,2020-21,Mainland Other Urban,Milk (fresh),9800
9280-001-99,2020-21,Mainland Other Urban,Other Fruits,4563.213345
9280-001-99,2020-21,Mainland Other Urban,Plantains,833.3333333
9280-001-99,2020-21,Mainland Other Urban,Pork,6000
9280-001-99,2020-21,Mainland Other Urban,Pulses,2000
9280-001-99,2020-21,Mainland Other Urban,Rice (husked),9000
9280-001-99,2020-21,Mainland Other Urban,Ripe Bananas,145.8333333
9280-001-99,2020-21,Mainland Other Urban,Salt,300
9280-001-99,2020-21,Mainland Other Urban,Soft drinks,2428.571429
9280-001-99,2020-21,Mainland Other Urban,Sugar,2800
9280-001-99,2020-21,Mainland Other Urban,Tea (dry),400
9280-001-99,2020-21,Mainland Other Urban,Vegetables (fresh),3597.426471
9292-001-99,2020-21,Mainland Other Urban,"Buns, Cakes And Biscuits",1192.040816
9292-001-99,2020-21,Mainland Other Urban,Cooking Oil,1250
9292-001-99,2020-21,Mainland Other Urban,Fish (dried),2970.588235
9292-001-99,2020-21,Mainland Other Urban,Groundnuts,357.1428571
9292-001-99,2020-21,Mainland Other Urban,Irish Potatoes,4000
9292-001-99,2020-21,Mainland Other Urban,Leafy Greens,2285.922127
9292-001-99,2020-21,Mainland Other Urban,Maize (flour),7000
9292-001-99,2020-21,Mainland Other Urban,Other Fruits,654.2581212
9292-001-99,2020-21,Mainland Other Urban,Plantains,3000
9292-001-99,2020-21,Mainland Other Urban,Pulses,1000
9292-001-99,2020-21,Mainland Other Urban,Rice (husked),4500
9292-001-99,2020-21,Mainland Other Urban,Salt,250
9292-001-99,2020-21,Mainland Other Urban,Sugar,2800
9292-001-99,2020-21,Mainland Other Urban,Sweet Potatoes,2205.739562
9292-001-99,2020-21,Mainland Other Urban,Tea (dry),500
9292-001-99,2020-21,Mainland Other Urban,Vegetables (fresh),4862.205882
9304-001-99,2020-21,Mainland Other Urban,"Buns, Cakes And Biscuits",505.1020408
